Horizon,Model,Symbol,MSE,QLIKE
t+1,HAR-TCJ,TRX,3.3032098855394466e-07,0.3213002612745967
t+1,HAR-TCJ,XLM,1.7824348086260615e-05,0.4273847449843035
t+1,HAR-TCJ,XRP,2.187608958153561e-05,0.6222778406501885
t+1,LHAR-TCJ,ADA,5.269478495551852e-06,0.3086570319767195
t+1,LHAR-TCJ,BNB,2.161007748481918e-06,0.3522744655699625
t+1,LHAR-TCJ,BTC,8.001683546291795e-07,0.3870130026482291
t+1,LHAR-TCJ,DOGE,1.658591027210135e-05,0.41732774745936724
t+1,LHAR-TCJ,ETH,1.764967803903732e-06,0.34466542939491546
t+1,LHAR-TCJ,TRX,3.3944777180289443e-07,0.5316357465257024
t+1,LHAR-TCJ,XLM,1.7702722733396558e-05,0.40627490052655807
t+1,LHAR-TCJ,XRP,2.15902637556138e-05,0.5966215238970582
t+1,Fuzzy HAR,ADA,4.275338508952093e-06,0.2829643691211626
t+1,Fuzzy HAR,BNB,2.0920656726963164e-06,0.33394026991846887
t+1,Fuzzy HAR,BTC,7.642141702766751e-07,0.3678686285915167
t+1,Fuzzy HAR,DOGE,1.2300883665083717e-05,0.4465817677273959
t+1,Fuzzy HAR,ETH,1.6735397262003202e-06,0.3727938725849301
t+1,Fuzzy HAR,TRX,3.1719691290003755e-07,0.36329971283382745
t+1,Fuzzy HAR,XLM,1.260515723201572e-05,0.3143436729953693
t+1,Fuzzy HAR,XRP,1.7366003215619234e-05,0.6589530969129243
t+1,RV-FTS,ADA,6.503188491535458e-06,0.34953556948390113
t+1,RV-FTS,BNB,2.580762777796351e-06,0.36440364338875025
t+1,RV-FTS,BTC,8.322962074137383e-07,0.44258292182831155
t+1,RV-FTS,DOGE,1.941060675705781e-05,0.4936459681947484
t+1,RV-FTS,ETH,1.7956085687942219e-06,0.39702657075214437
t+1,RV-FTS,TRX,3.424328410924411e-07,0.37788461069765533
t+1,RV-FTS,XLM,1.7614102862035663e-05,0.4516035795587879
t+1,RV-FTS,XRP,2.0175742449527936e-05,0.6509957472656823
t+7,HAR,ADA,3.1872027099314124e-06,0.3094159685531242
t+7,HAR,BNB,1.1904044751203046e-06,0.3314286022614795
t+7,HAR,BTC,4.1338074751948676e-07,0.2845053780412848
t+7,HAR,DOGE,9.941763593806724e-06,0.41294101895659907
t+7,HAR,ETH,1.1350103550366652e-06,0.3169717194831395
t+7,HAR,TRX,2.70631556794575e-07,0.39802536676094713
t+7,HAR,XLM,8.134442334229434e-06,0.3769876844640468
t+7,HAR,XRP,5.655814660215746e-06,0.4283067755910581
t+7,HAR-CJ,ADA,2.932390633157417e-06,0.28569814987412656
t+7,HAR-CJ,BNB,1.096416948944595e-06,0.30886121619334933
t+7,HAR-CJ,BTC,3.7836570133435444e-07,0.2648128045070028
t+7,HAR-CJ,DOGE,9.07001137433554e-06,0.3798985385418781
t+7,HAR-CJ,ETH,1.0347110486102975e-06,0.2948866347747983
t+7,HAR-CJ,TRX,2.383837922036826e-07,0.3506645733509233
t+7,HAR-CJ,XLM,7.2524402592581424e-06,0.3451358281840699
t+7,HAR-CJ,XRP,5.566406321339403e-06,0.419335592970306
t+7,HAR-SJ,ADA,2.7098063122141332e-06,0.2721029613576607
t+7,HAR-SJ,BNB,1.1690380923305208e-06,0.3095454481076531
t+7,HAR-SJ,BTC,3.889353021720626e-07,0.2665498456279402
t+7,HAR-SJ,DOGE,9.128048231107284e-06,0.3646505500662995
t+7,HAR-SJ,ETH,1.0732348387549631e-06,0.29258503618625326
t+7,HAR-SJ,TRX,1.9616491833073786e-07,0.3185783550055793
t+7,HAR-SJ,XLM,8.103296939109735e-06,0.3403202583150624
t+7,HAR-SJ,XRP,5.052610627147665e-06,0.386200570059235
t+7,HAR-TCJ,ADA,2.3762937336222847e-06,0.25014661349579703
t+7,HAR-TCJ,BNB,1.0725083063654606e-06,0.29792273658066865
t+7,HAR-TCJ,BTC,3.57785643315654e-07,0.2536187695536299
t+7,HAR-TCJ,DOGE,9.022506123905886e-06,0.35800234734895253
t+7,HAR-TCJ,ETH,9.110206266309281e-07,0.26771659094656114
t+7,HAR-TCJ,TRX,1.5408873453784346e-07,0.2860219510062614
t+7,HAR-TCJ,XLM,6.875323448217171e-06,0.3422210966692054
t+7,HAR-TCJ,XRP,5.725886184209634e-06,0.4112773235466537
t+7,LHAR-TCJ,ADA,2.393938598153179e-06,0.25002063292660703
t+7,LHAR-TCJ,BNB,1.0747576502493267e-06,0.2955427102991233
t+7,LHAR-TCJ,BTC,3.581739283851548e-07,0.24977174831437515
t+7,LHAR-TCJ,DOGE,9.086195938466125e-06,0.3579174349317515
t+7,LHAR-TCJ,ETH,9.051022217115242e-07,0.2622033388300081
t+7,LHAR-TCJ,TRX,1.5597800659873693e-07,0.28719009200364837
t+7,LHAR-TCJ,XLM,6.893415561801166e-06,0.3417865891793663
t+7,LHAR-TCJ,XRP,5.686405373645008e-06,0.4126440970944321
t+7,Fuzzy HAR,ADA,1.7650219229198252e-06,0.18811685264767142
t+7,Fuzzy HAR,BNB,6.765267430941175e-07,0.30399416445025657
t+7,Fuzzy HAR,BTC,2.4330324770001157e-07,0.1760211589127164
t+7,Fuzzy HAR,DOGE,5.641768199359442e-06,0.2614376399674994
t+7,Fuzzy HAR,ETH,6.129889703999931e-07,0.17601638893178967
t+7,Fuzzy HAR,TRX,8.845759068831599e-08,0.19318008874198955
t+7,Fuzzy HAR,XLM,3.4923155271637816e-06,0.2325391959845996
t+7,Fuzzy HAR,XRP,3.851991599949309e-06,0.29093934918596426
t+7,RV-FTS,ADA,3.032082662310001e-06,0.31138650438623655
t+7,RV-FTS,BNB,1.09853180498596e-06,0.32274094391401226
t+7,RV-FTS,BTC,4.4099237600422116e-07,0.30391516512577543
t+7,RV-FTS,DOGE,1.416543305479437e-05,0.507781055364493
t+7,RV-FTS,ETH,9.49815217142461e-07,0.2673406336769936
t+7,RV-FTS,TRX,1.321500113717253e-07,0.30072851645651955
t+7,RV-FTS,XLM,9.321676416298825e-06,0.49163646254483695
t+7,RV-FTS,XRP,5.995112138441029e-06,0.5421757688853867
t+30,HAR,ADA,2.2858503633553465e-06,0.23274874613829272
t+30,HAR,BNB,7.455934035683361e-07,0.2347878994767025
t+30,HAR,BTC,2.7026449107934303e-07,0.18962959350594022
t+30,HAR,DOGE,5.114326743394956e-06,0.315042938886107
t+30,HAR,ETH,8.893539271880662e-07,0.24918359296431755
t+30,HAR,TRX,2.985372894910771e-07,0.3155018516878053
t+30,HAR,XLM,3.2881776408169755e-06,0.3050135437582563
t+30,HAR,XRP,1.7051081186307505e-06,0.21916166025080602
t+30,HAR-CJ,ADA,2.2608235586216757e-06,0.22926252327049926
t+30,HAR-CJ,BNB,7.271278939765349e-07,0.23045241458904023
t+30,HAR-CJ,BTC,2.5576990525334464e-07,0.18425293044576138
t+30,HAR-CJ,DOGE,5.031183731014139e-06,0.3105062398084507
t+30,HAR-CJ,ETH,8.528148692627735e-07,0.24410438734852857
t+30,HAR-CJ,TRX,2.7646449495253606e-07,0.2998951509963781
t+30,HAR-CJ,XLM,3.2662974313423763e-06,0.3029235003426256
t+30,HAR-CJ,XRP,1.7060744457308336e-06,0.2188840773661753
t+30,HAR-SJ,ADA,2.1639612014548433e-06,0.2247131280942804
t+30,HAR-SJ,BNB,7.339627937929229e-07,0.22954768758210867
t+30,HAR-SJ,BTC,2.628373719589353e-07,0.18536457111270063
t+30,HAR-SJ,DOGE,4.8840529201463655e-06,0.30191085635500203
t+30,HAR-SJ,ETH,8.753023380357843e-07,0.24222027385512113
t+30,HAR-SJ,TRX,2.572550423081647e-07,0.28882532715368275
t+30,HAR-SJ,XLM,3.233033737010891e-06,0.300643294472934
t+30,HAR-SJ,XRP,1.649762703346308e-06,0.2127739392546467
t+30,HAR-TCJ,ADA,1.8065685601647925e-06,0.20418959627859362
t+30,HAR-TCJ,BNB,6.793705251436795e-07,0.220771413083147
t+30,HAR-TCJ,BTC,2.357013778037258e-07,0.17298993942810956
t+30,HAR-TCJ,DOGE,4.828057328410688e-06,0.2992140091438785
t+30,HAR-TCJ,ETH,7.302163192972818e-07,0.2196785875985453
t+30,HAR-TCJ,TRX,1.707998809325911e-07,0.2542224062598797
t+30,HAR-TCJ,XLM,3.2816133773838226e-06,0.30831525743326615
t+30,HAR-TCJ,XRP,1.7761952051422896e-06,0.22338372785949592
t+30,LHAR-TCJ,ADA,1.838577964782006e-06,0.20596147726103198
t+30,LHAR-TCJ,BNB,6.798700808688079e-07,0.2214574498304433
t+30,LHAR-TCJ,BTC,2.353684182862126e-07,0.17275179223291884
t+30,LHAR-TCJ,DOGE,4.813898249410421e-06,0.2990533785483704
t+30,LHAR-TCJ,ETH,7.356516351817403e-07,0.22050715066930907
t+30,LHAR-TCJ,TRX,1.7324168921050364e-07,0.2543201501154544
t+30,LHAR-TCJ,XLM,3.2928049038774517e-06,0.30976872922732634
t+30,LHAR-TCJ,XRP,1.790301440676752e-06,0.22414665805175016
t+30,Fuzzy HAR,ADA,7.273518112204024e-07,0.09293048541144357
t+30,Fuzzy HAR,BNB,2.2998636380814257e-07,0.11834504386350989
t+30,Fuzzy HAR,BTC,7.849417433516465e-08,0.0901814742963978
t+30,Fuzzy HAR,DOGE,2.913299869156472e-06,0.16387272580544393
t+30,Fuzzy HAR,ETH,1.862914226555615e-07,0.08981909655416212
t+30,Fuzzy HAR,TRX,3.6546576544092686e-08,0.09316441376365835
t+30,Fuzzy HAR,XLM,2.22161805195771e-06,0.1677432259400388
t+30,Fuzzy HAR,XRP,9.794308677385352e-07,0.13492518410934545
t+30,RV-FTS,ADA,1.3996105081548521e-06,0.2115598080611842
t+30,RV-FTS,BNB,5.886674473618325e-07,0.23671785422647545
t+30,RV-FTS,BTC,1.9670259438083956e-07,0.18021890565473747
t+30,RV-FTS,DOGE,6.341639832492956e-06,0.41751433174371483
t+30,RV-FTS,ETH,5.313539587045622e-07,0.182829933067118
t+30,RV-FTS,TRX,1.2633825928836132e-07,0.1787006000496226
t+30,RV-FTS,XLM,3.1342769877466873e-06,0.32778872338785314
t+30,RV-FTS,XRP,2.113097889599278e-06,0.2978314178420265
